Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,CrashCount
5/11/18,83.8,61.3,73.4,0,82.8,0,0,0,14.7,161.63,19.9,9.9,36.9,58.24,71
5/12/18,88.2,66.3,75.7,0,90.4,0.13,0,0,21.3,111.63,32.7,9.8,71.7,64.37,80
5/13/18,70.8,62.8,66.1,0,0,0.52,0,0,14.9,73.17,0,9.5,93.6,86.08,64
5/14/18,79.7,61.9,67.7,0,0,1.44,0,0,21,129.63,35.7,7.7,93,83.84,65
5/15/18,89,65.7,75.8,0,94.4,0.42,0,0,29.9,196.33,41.4,9.5,83.2,72.99,84
5/16/18,74.3,66.7,70.2,0,0,0.63,0,0,10.8,99.17,0,9.3,97.5,87.12,101
5/17/18,68.9,66.6,67.2,0,0,1.16,0,0,11.7,43.92,0,5.5,98.8,90.89,82
5/18/18,67.9,57.6,64.8,0,0,0.97,0,0,17.2,57.5,26.4,6.7,99.9,89.47,86
5/19/18,71.8,56.9,63.1,0,0,0.71,0,0,13.6,87.88,19.7,7.6,99.8,89.08,86
5/20/18,88.7,69.3,77.1,0,89.7,0.01,0,0,13.6,203.92,19.7,9.9,83.4,72.19,58
5/21/18,80.7,67.9,73.8,0,81.8,0,0,0,14.1,73.38,0,9.9,80.7,64.76,70
5/22/18,77.3,65.7,69.2,0,0,1.2,0,0,17,149.42,25.3,9.7,93.3,80.8,76
5/23/18,82.7,67.8,74.8,0,82.7,0,0,0,20.4,289.92,30.1,9.7,70,66.57,74
5/24/18,85.6,63.7,73.9,0,82.7,0,0,0,10.2,156.33,0,9.9,8.2,53.7,94
5/25/18,84.8,62.5,74.8,0,86.9,0,0,0,16.8,178.08,19.7,9.9,39.2,67.49,72
5/26/18,86.2,71.7,78.3,0,90.4,0.03,0,0,13.4,189.38,0,9.9,65.1,72.19,79
5/27/18,84.1,72.9,76.9,0,90.2,0.01,0,0,12.1,166.13,0,9.9,91.4,80.47,64
5/28/18,70.8,63.9,67.4,0,0,0.02,0,0,13.2,83.71,0,8.2,99.7,86.67,60
5/29/18,82.1,68.9,74.5,0,85.6,0,0,0,9.4,120,0,7,89.8,82.03,52
5/30/18,79.9,70.8,74.8,0,0,0,0,0,14.5,113.58,0,9,93.5,81.82,69
5/31/18,84.7,69.9,74.9,0,91.2,1.68,0,0,11.2,144.17,21.7,6.6,95.2,84.49,81
6/1/18,88.8,71.6,79.3,0,92.6,0,0,0,12.1,176.21,0,9.8,76.6,72.36,89
6/2/18,84.5,73.6,76.8,0,89,0.09,0,0,13.6,213.08,17.2,9.8,88.3,78.93,77
6/3/18,74.6,57.6,65.9,0,0,1.66,0,0,21.7,42.83,31.8,7.7,98,87.66,55
6/4/18,79.9,56.7,66.5,0,0,0,0,0,14.7,285.29,21.9,9.9,81,69.16,62
6/5/18,82.8,60.4,72.1,0,81.8,0,0,0,18.7,247.83,28.2,9.9,50.4,52.93,95
6/6/18,76.6,63,69.4,0,0,0,0,0,15.6,278.71,0,9.9,76.5,58.88,75
6/7/18,78.1,62.5,70.1,0,0,0,0,0,9.5,222.63,0,9.9,71.5,64.12,91
6/8/18,83.1,64.4,73.7,0,85.2,0.17,0,0,10.4,172.04,23,9.6,68,72.63,78
6/9/18,83.7,69.8,75.4,0,87,1.34,0,0,13.6,120.92,30,9.2,75.9,79.47,88
6/10/18,80.7,66.7,73.4,0,83.8,0,0,0,16.1,111.58,0,9.4,89.7,81.37,66
6/11/18,65.8,60.8,63.6,0,0,0.41,0,0,14.3,46.08,0,8.8,99.6,83.35,90
6/12/18,77.8,57.4,67.6,0,0,0,0,0,11.7,131.54,0,9.9,68.4,70.21,78
6/13/18,83.8,67.7,75.3,0,88.8,0,0,0,14.4,197,21.9,9.7,87.9,77.14,70
6/14/18,85.8,74.8,80.1,0,83.3,0,0,0,18.3,288,26.9,9.9,59.4,45.97,87
6/15/18,83.8,67.6,76.5,0,81.9,0,0,0,17.2,289.46,25.3,9.9,41.3,43.08,80
6/16/18,87.8,64.1,76.1,0,86.1,0,0,0,10,166.08,18.3,9.9,40.2,55.29,84
6/17/18,88.8,73.4,80.6,0,92,0,0,0,8.1,125.21,0,9.9,81.9,62.16,68
6/18/18,89.8,74,82.5,0,99.1,0,0,0,15,161.91,0,9.9,78.2,69.59,92
6/19/18,92.8,77.9,82.7,0,100.9,0.81,0,0,16.6,224.17,27.7,9.4,72.8,70.95,80
6/20/18,84,73.6,78.2,0,85.7,0.36,0,0,10.6,153.29,0,9.8,83.3,62.87,92
6/21/18,84.5,72.7,78,0,88.5,0,0,0,11,131.38,0,9.9,91.8,75.11,91
6/22/18,77.7,67.8,71.4,0,0,0.41,0,0,13.4,76.38,24,8.5,98.8,81.71,85
6/23/18,80.2,66.7,72.8,0,83.2,0.15,0,0,10,100.88,0,7.6,89,85.97,85
6/24/18,89.8,70.6,78.3,0,92.4,1.86,0,0,11.2,160.67,17.2,9.6,75,76.1,72
6/25/18,83.8,70.8,77,0,84.4,1.19,0,0,15.7,230.58,0,9.8,72,64.08,61
6/26/18,82.5,65.3,73.8,0,82.8,0,0,0,13.7,99.88,0,9.9,78.1,58.24,81
6/27/18,81,70.6,75.5,0,85.1,0.04,0,0,14.5,172.88,19.7,9.9,93.1,75.47,75
6/28/18,88,74.9,81.2,0,90.4,0,0,0,13.2,263.08,21.9,9.9,67.1,68.16,80
6/29/18,91.6,72.7,82.3,0,94.6,0,0,0,10.1,212.42,0,9.9,49.2,58.5,68
6/30/18,91.1,72.5,82.2,0,93.8,0,0,0,12,163.63,0,9.8,52.8,65.98,86
7/1/18,92.9,74.3,83.5,0,99.8,0,0,0,12.4,178.75,0,9.9,40.9,68.71,64
7/2/18,95,77.6,86.5,0,107.8,0,0,0,12.4,171.17,0,9.2,21.9,70.38,66
7/3/18,96,81.4,88.1,0,109.5,0,0,0,13.9,145.58,20.8,9.8,50.9,66.38,93
7/4/18,92.5,79.5,85.8,0,100.4,0,0,0,11.2,126.13,0,9.9,75.2,66.55,61
7/5/18,91.1,79.5,85.1,0,100.5,0,0,0,12.2,170.63,17.2,9.9,80.9,69.8,84
7/6/18,87.1,79.8,83,0,94.4,0,0,0,12.3,228.96,18.3,9.9,77.4,69.59,62
7/7/18,81.7,68.8,75.3,0,81.7,0,0,0,18,51.83,30.7,9.9,56.2,46.75,75
7/8/18,84.5,63.2,74.5,0,82.3,0,0,0,12.5,108.46,18.3,9.9,6.1,49.27,62
7/9/18,87.1,64,77,0,85.6,0,0,0,12.3,166.63,17.2,9.9,9.1,48.72,58
7/10/18,94.9,70.6,84,0,96.8,0,0,0,13.5,251.38,19.7,9.9,26.7,48.67,86
7/11/18,92.7,77.9,85.3,0,92.4,0,0,0,14.5,204.71,17.2,9.9,70.7,46.39,73
7/12/18,90.4,72.5,80.7,0,88.6,0,0,0,11.6,51.33,0,9.9,41.3,47.75,69
7/13/18,87.8,71,79,0,87,0,0,0,10.4,107.08,0,9.9,49.3,58.95,86
7/14/18,90.9,70.1,80.3,0,89.1,0,0,0,12.7,189.17,0,9.9,11,50.32,70
7/15/18,87.6,73.5,80.2,0,92.7,0,0,0,11.1,201.58,0,9.9,70.9,60.86,72
7/16/18,96.1,75.2,83.5,0,103.1,0,0,0,18.4,132.46,32.2,9.9,53.5,66.58,76
7/17/18,89.2,74.1,81.7,0,98.2,1.46,0,0,18.9,194.42,40.6,9.7,75.8,74.33,74
7/18/18,87.8,70,79.4,0,86,0,0,0,14.7,322.5,19.7,9.9,46.4,51.71,93
7/19/18,87,70.5,78.8,0,85.1,0,0,0,13.1,154.08,0,9.9,58.4,49.22,78
7/20/18,84.7,70.9,78,0,84.7,0,0,0,12.2,129.58,17.2,9.9,79.3,58.54,84
7/21/18,75.4,69,71.8,0,0,2.8,0,0,21.8,72.38,31,6.4,97.8,82.84,70
7/22/18,82,64.7,72.2,0,86.8,1.19,0,0,14.6,149.08,24.2,9.9,87.8,82.84,79
7/23/18,83.8,74.8,79.3,0,89.4,0.31,0,0,19,131.58,27.3,9.6,91.4,79.97,60
7/24/18,82.6,74.8,77.7,0,88.4,0.33,0,0,13.5,141.92,22.8,9.3,93.5,84.27,66
7/25/18,85.5,74.1,77.3,0,92.3,0.65,0,0,13,166.46,0,9.6,96.3,82.91,75
7/26/18,88.1,73,79.8,0,92.2,0,0,0,12.1,216.71,0,9.9,71.2,72.7,77
7/27/18,89.9,75.4,79.6,0,97,0,0,0,13.9,148.92,34.4,9.8,67.8,74.6,87
7/28/18,87,71.7,79.7,0,88.2,0,0,0,12.2,272.17,19.7,9.9,59.4,61.74,76
7/29/18,84.7,69.7,77.7,0,85.3,0,0,0,9.7,162.21,0,9.9,61.9,59.53,61
7/30/18,77.8,71.7,74.3,0,0,0.39,0,0,15.3,76.63,23,9.4,89.5,76.54,64
7/31/18,83.7,71,76.5,0,88.7,0.03,0,0,8.8,101.92,19.7,9.5,93.8,80.52,77
8/1/18,87.9,73.8,80.9,0,94.6,0.26,0,0,18.9,198,26.4,9.8,72.2,75.69,73
8/2/18,84.6,74.8,77.7,0,91.4,0.6,0,0,10.2,187,0,9.1,89.7,82.6,77
8/3/18,83.3,73,77.2,0,88.1,0.28,0,0,15.6,182.88,23,9.3,90,83.01,67
8/4/18,88.9,73,79.8,0,91.7,0.1,0,0,11,219.5,0,9.6,65.3,73.68,82
8/5/18,90.1,73.6,81,0,97,0,0,0,10.8,167.83,28.9,9.5,47.8,74.49,63
8/6/18,90,74.4,81.1,0,98.1,0.18,0,0,11.7,164.29,0,9.7,53.3,74.43,64
8/7/18,89.2,74.6,80.8,0,99.1,0.11,0,0,10,162.71,0,9.8,66.4,77.23,74
8/8/18,93.3,74.4,83.2,0,99.7,0,0,0,11,173,0,9.7,58.8,70.34,64
8/9/18,91.7,74.8,83.3,0,95.1,0,0,0,13.3,309.25,17.6,9.9,63.7,61.07,88
8/10/18,91.6,75.4,83.3,0,94.5,0,0,0,11,227.33,0,9.8,55.4,61.11,75
8/11/18,89.8,77.7,81.8,0,95.3,0.01,0,0,13,172.63,0,9.9,81.7,70.17,66
8/12/18,85.7,74,77.8,0,90.5,0.33,0,0,10.9,121.46,0,9.5,86,78.59,57
8/13/18,85.8,73.6,77.5,0,89.9,0.01,0,0,15.8,243.63,40.5,9.6,78.4,75.48,64
8/14/18,85.9,69.6,77.4,0,86.4,0,0,0,15.5,276.96,20.8,9.9,62.7,63.63,64
8/15/18,90.8,72.6,81.7,0,91.8,0,0,0,13.3,275.25,20.8,9.9,52.1,60.09,71
8/16/18,89.9,72.3,81.6,0,97,0,0,0,12.5,194.08,0,9.9,77.7,70.85,73
8/17/18,92.8,77.5,83.4,0,102.9,0,0,0,13.9,194.13,23,9.8,74.9,71.81,80
8/18/18,89,76.4,82,0,94.3,0,0,0,12.4,251.63,24.2,9.9,80.6,66.31,58
8/19/18,85.7,71.8,78.2,0,87.1,0,0,0,15.7,236.92,0,9.9,72.8,69.03,48
8/20/18,80.7,71.6,75.6,0,83.8,0,0,0,12,60.67,0,9.9,95.2,77.04,96
8/21/18,81.9,74.7,77,0,88.4,2.6,0,0,17.7,124.5,40.3,8.7,93.4,83.84,58
8/22/18,84.6,71.7,78.1,0,85.6,0.09,0,0,10.6,265.17,24.2,9.8,58.6,70.67,90
8/23/18,79.9,65.7,72.9,0,0,0,0,0,16.9,311.46,21.9,9.9,20.9,53.88,75
8/24/18,82.8,64.3,73.9,0,81.9,0,0,0,10.6,163.21,0,9.9,20.2,58.67,84
8/25/18,81.9,66,74,0,82.6,0,0,0,11.1,136.33,0,9.9,70.7,62.58,78
8/26/18,86,67.4,77.1,0,90.4,0,0,0,14.4,165.96,0,9.9,49.9,69.04,61
8/27/18,91,74.3,82.3,0,101.6,0,0,0,9.8,166.71,0,9.7,69.5,75.2,78
8/28/18,92.9,77.5,84.3,0,103,0,0,0,11.2,176.58,0,8.1,44.8,75.13,79
8/29/18,93.6,78.6,85.3,0,104.2,0,0,0,13.4,178.63,0,9.1,53.2,73.58,72
8/30/18,91.8,78.4,85,0,95.2,0,0,0,11.3,194.17,0,9.9,58.4,61.76,70
8/31/18,88.8,75.8,82.8,0,95.6,0.21,0,0,15.1,111.13,18.3,9.7,79.6,71.15,68
9/1/18,86.8,74.7,78.9,0,94.3,0.99,0,0,14.7,71.83,33.3,9.4,89.7,81.63,81
9/2/18,88.9,73.8,80.4,0,96.9,0,0,0,6.9,177.71,0,9.9,71.2,76.54,67
9/3/18,91.9,77.7,84.3,0,103.9,0,0,0,12.1,177.71,0,9.9,46,75.03,49
9/4/18,93.6,78.5,84.3,0,102.9,0,0,0,16.4,130.79,0,9.9,55.1,73.86,72
9/5/18,91.9,77.5,84.5,0,102.7,0,0,0,9.8,129.63,0,9.9,30.5,72.36,86
9/6/18,92.8,77.7,85,0,99.2,0,0,0,12.3,187.33,0,9.9,24.9,68.94,86
9/7/18,89.6,73.1,80,0,96.1,2.5,0,0,12.4,116.29,29.8,8.8,64.5,73.53,75
9/8/18,75.6,64.9,71.1,0,0,0.24,0,0,19.7,137.29,27.7,9.1,93.8,86.67,70
9/9/18,66.6,61.9,64.4,0,0,1.44,0,0,20.9,42.96,29.9,7.1,95.6,87.67,73
9/10/18,74.9,64.8,69.6,0,0,0.03,0,0,13.6,78.92,21.9,8.6,95.3,87.7,78
9/11/18,75.7,71,73.3,0,0,0,0,0,9.8,166.42,0,6.4,92.1,89.3,84
9/12/18,84.4,70.9,76.3,0,91,0.03,0,0,8.8,99.5,0,7.9,89.1,82.17,75
9/13/18,80.8,73.9,76.2,0,85.5,0,0,0,13.9,43.17,0,9.8,91.1,85.36,89
9/14/18,78,71.8,74.3,0,0,0,0,0,18.9,48.96,0,9.2,98.9,86.04,74
9/15/18,81,69.9,75.1,0,84.1,0,0,0,13.9,56.29,0,9.6,96.4,80.18,70
9/16/18,82,69.8,74.5,0,85.5,0,0,0,14.5,58.42,0,9.3,81.4,78.96,53
9/17/18,80.1,72,76.3,0,84.3,0.4,0,0,12.8,127.88,20.8,9.2,96,87.95,64
9/18/18,82.6,74.9,78,0,88.4,0.99,0,0,16.8,239.5,24.2,9.7,85.3,80.54,73
9/19/18,86.9,72.7,78.6,0,89.3,0,0,0,14.7,215.32,20.8,9.9,33.1,68.18,75
9/20/18,82.7,70.1,75.3,0,86.3,0,0,0,12.3,123.55,0,9.9,68.4,76.85,83
9/21/18,78.1,68,72.9,0,0,0.19,0,0,12.4,176.71,0,9.6,88.4,81.25,88
9/22/18,79.9,65.6,73.6,0,0,0.01,0,0,15.3,183.5,21.9,9.9,82.7,71.94,68
9/23/18,64.9,60.9,63.3,0,0,0.63,0,0,12.6,26.33,0,7.2,99.6,85.26,66
9/24/18,67.8,62.9,65.3,0,0,0.3,0,0,14.7,49.04,23,6.8,100,89.29,89
9/25/18,80.8,66.7,73.4,0,84.7,0.17,0,0,11,136.17,0,9,92.1,86.72,89
9/26/18,85.9,72,77,0,91.6,0.22,0,0,19.7,200.08,25.3,8.7,78.6,82.31,85
9/27/18,73.8,58.8,65.2,0,0,0.38,0,0,12.2,95.33,0,8.7,97.4,78.01,84
9/28/18,75.6,59.8,65.9,0,0,0.64,0,0,11.2,241.83,0,9,81,75.67,81
9/29/18,79.8,62.8,70.1,0,0,0,0,0,13.6,252.42,17.2,9.9,45.8,68.24,87
9/30/18,75.8,59.9,67.9,0,0,0,0,0,9,116.63,0,9.9,50.5,69.73,64
10/1/18,81,63.7,71.1,0,83.4,0,0,0,10.9,181.46,0,9.9,34.9,78.52,61
10/2/18,83.7,66.5,73.9,0,86.4,0,0,0,13.5,188.54,17.2,9.9,69.9,76.27,68
10/3/18,85.8,68.8,76,0,88.1,0,0,0,11.6,162.42,0,9.7,60.7,73.5,83
10/4/18,87.2,68.9,75.7,0,91.6,0,0,0,18.3,101.96,0,9.2,59.3,77.91,84
10/5/18,76.5,65.7,70.1,0,0,0,0,0,15.3,41.67,16.1,9.9,99,73.72,80
10/6/18,74.7,65.7,70.6,0,0,0,0,0,8.6,91.38,0,8.5,99.1,82.57,75
10/7/18,82.2,70.9,74.9,0,87.2,0,0,0,9.4,180.71,0,9,65.6,85.54,53
10/8/18,83,70.9,76.2,0,88.3,0,0,0,11.4,116.33,0,8.7,49.9,82.39,55
10/9/18,82,71.7,76.1,0,85.5,0,0,0,7.8,97.71,0,9.8,79.9,80.58,70
10/10/18,82.1,72.9,76.8,0,86.5,0,0,0,10.3,145.5,0,9.8,89.2,81.16,66
10/11/18,82.1,72.8,76.7,0,88.2,1.38,0,0,20.4,193.5,29.8,8.2,96.9,85.53,73
10/12/18,71.7,54.7,61.8,0,0,0.32,0,0,25.9,331.08,42.9,9.9,41.8,56.16,95
10/13/18,60,49.6,55.5,47,0,0.02,0,0,18.9,256,24.8,9.9,74.2,59.6,89
10/14/18,60,47.6,54.5,45.1,0,0.01,0,0,8.6,173,0,9.9,87,70.33,55
10/15/18,73.7,57.7,64.7,0,0,0.17,0,0,15.7,204.08,22,8.9,93.9,83.93,55
10/16/18,71,55.8,59.8,0,0,0,0,0,21.8,300.54,28.3,9.9,88.8,56.05,87
10/17/18,69,53.7,60.5,0,0,0,0,0,17.2,280.83,30.8,9.9,64.5,50.48,97
10/18/18,58.7,47.9,53.2,44.2,0,0,0,0,15.6,315.96,26.4,9.9,33.1,45.71,85
10/19/18,64.9,43.3,54.3,41,0,0,0,0,14.9,156.67,24.2,9.9,36.4,64.35,89
10/20/18,67.8,55.8,60.1,0,0,0.09,0,0,14.7,240.54,33.5,9.9,88.4,73.05,88
10/21/18,53.8,44.5,50.5,39.9,0,0.01,0,0,23,305.08,39.1,9.9,64.1,50.15,62
10/22/18,56.8,38.2,48,33.7,0,0,0,0,15.7,203.13,23,9.9,32.6,58.62,79
10/23/18,70.9,44.5,57,42.1,0,0,0,0,14.6,240.33,23,9.9,31.5,57.58,72
10/24/18,57.5,45.6,51.8,41,0,0,0,0,20,322.79,26.7,9.9,34.1,48.24,89
10/25/18,53.8,40.2,47.1,34.3,0,0,0,0,11.2,285.54,17.2,9.9,57.8,56.48,55
10/26/18,49.8,44.4,47.7,39.7,0,0.52,0,0,17.4,60.38,0,9.3,96.2,77.45,77
10/27/18,53.8,48.8,51.6,44.4,0,0.66,0,0,19.2,205.04,26.4,7.3,96.8,84.28,126
10/28/18,60.9,49.8,54.4,47.7,0,0.02,0,0,13.7,221.83,21.9,9.9,88.9,71.69,72
10/29/18,60.9,48,54.4,45.1,0,0,0,0,17.4,254.75,27.4,9.9,66.2,62.36,74
10/30/18,63.9,43.5,53.1,40.4,0,0,0,0,11.5,232.08,22.2,9.9,22.4,63.13,85
10/31/18,69,47.4,56.1,45.4,0,0,0,0,12.3,172.75,18.3,9.9,73.4,73.3,95
11/1/18,74,56.6,64.3,0,0,0,0,0,23.2,192,30.5,9.9,69.8,73.56,87
11/2/18,73,55.9,67.7,0,0,0.72,0,0,14.5,194.33,35.4,9.4,88.6,79.03,81
11/3/18,60,48,55.2,46.4,0,0.04,0,0,19.4,285.83,31.3,9.9,54.9,59.24,93
11/4/18,58.7,42.3,50.5,39.9,0,0,0,0,8.9,106.04,0,9.9,32.5,63.56,85
11/5/18,60.9,53.9,56.9,0,0,0.53,0,0,11.7,196.96,0,5.9,79.7,91.6,75
11/6/18,63.8,48.3,56.7,45.9,0,0,0,0,9.7,210.21,0,9.9,50.4,70.14,84
11/7/18,60.8,50.4,54.9,0,0,0,0,0,16.1,171.54,23,9.8,81.3,51.66,68
11/8/18,51.9,45.9,49.3,41.5,0,0.53,0,0,11,155.04,0,8.2,99.2,77.89,63
11/9/18,48.7,35.5,43.6,29.8,0,0,0,0,29.2,310.38,38.6,9.9,40.7,50.45,95
11/10/18,47.8,31.6,38.7,24.1,0,0,0,0,8.8,219.96,0,9.9,0,51.12,77
11/11/18,49.8,35.4,42.8,31.8,0,0.36,0,0,7,107.17,0,9.4,87.7,74.49,60
11/12/18,49.8,44,46.5,37.3,0,0.57,0,0,15.8,273.71,21.9,8.2,98.3,77.57,49
11/13/18,45.9,38.7,42,30.8,0,0,0,0,15.5,269,20.8,9.9,88.6,50.12,70
11/14/18,40.8,33,37,22.7,0,1.08,0,0,21.2,42.33,30.1,5.9,93.8,74.93,65
11/15/18,53,37,43.9,27.2,0,0.1,1.13,1.13,17.9,294.38,32.2,9.1,56,65.49,65
11/16/18,50.9,40.5,45,35.7,0,0,0,0.44,15.4,299.5,26.2,9.9,46.9,58.06,77
11/17/18,51.1,34.5,43.1,41.2,0,0,0,0,9.1,107.67,0,9.3,77.5,74.59,80
11/18/18,59.1,39.6,48.4,37.4,0,0,0,0,8.2,172.29,0,9.8,72,76.69,61
11/19/18,54.9,43.7,49.4,38.4,0,0,0,0,26.7,289.58,36.9,9.8,74.4,65.38,74
11/20/18,54.8,33.5,43.4,26.3,0,0,0,0,19.8,254.79,27.2,9.9,28.7,54.36,85
11/21/18,41.9,29.5,34.3,19.4,0,0,0,0,17.6,250.33,20.8,9.9,71.9,41.97,73
11/22/18,35.1,27.9,31.4,19.6,0,0,0,0,11.8,116.75,0,9.9,99.3,37.02,32
11/23/18,46.8,32.8,40,28.8,0,1.34,0,0,17,117.75,24.2,8.3,97.9,73.82,38
11/24/18,58.2,38.6,47,34.8,0,0.13,0,0,11,205.83,0,9.9,56.8,77.52,49
11/25/18,51.9,43.8,49.1,38.5,0,0.34,0,0,15.9,182.29,24.2,8.9,88.5,79.82,53
11/26/18,42.9,36.9,40.7,27.8,0,0,0,0,21.8,287.92,36.6,9.9,61.9,49.82,72
11/27/18,39.6,31.8,35.9,22.1,0,0,0,0,25.3,302.88,39.8,9.9,64.3,43.83,62
11/28/18,42,31.7,36.1,22.6,0,0,0,0,13.9,260.58,25.3,9.9,56.6,49.56,74
11/29/18,46.8,37.6,41.3,32.6,0,0.01,0,0,8.7,60.04,0,9.9,86.2,59.47,92
11/30/18,43.8,37.3,40.8,35.5,0,0.17,0,0,6.9,54.25,0,6.1,93.7,83.94,88
12/1/18,57,43.8,49.7,39.8,0,0.14,0,0,11,184.58,0,4.8,99.3,91.67,76
12/2/18,61.8,47.7,54.5,42.5,0,0,0,0,14.7,276.63,23,9,68.3,64.96,66
12/3/18,47.8,37.6,42.6,30.3,0,0,0,0,15.6,322.13,24.2,9.9,84.4,51.73,71
12/4/18,39.7,33.6,36,27,0,0,0,0,10.3,203.42,0,9.9,85.7,57.2,80
12/5/18,44,32.5,38.8,26.5,0,0,0,0,13.2,239.88,20.5,9.9,84.3,51.44,67
12/6/18,42.9,33.1,38.6,26.7,0,0,0,0,17.6,269.96,22.9,9.9,45.3,47.46,66
12/7/18,39.6,27.5,33.4,27.1,0,0,0,0,14.5,203.46,18.3,9.9,75.1,53.7,100
12/8/18,34.8,31.7,33.5,24.7,0,0,0,0,13.3,28.46,0,9.9,90.9,54.16,74
12/9/18,40.7,29.7,34.3,19.7,0,0,0,0,14.4,210.88,17.2,9.9,74.3,55.09,61
12/10/18,46,27.4,34.9,19.9,0,0,0,0,8.8,260.46,0,9.9,11.8,60.04,59
12/11/18,46,31.2,39,28.2,0,0,0,0,10.1,179.17,0,9.9,71.1,55.08,81
12/12/18,52.9,36.6,43.6,31.9,0,0,0,0,6.5,119.33,0,9.9,84.2,62.18,81
12/13/18,47.9,37.5,43.8,32.6,0,0.27,0,0,8.4,55.88,0,7.3,91.2,81.16,64
12/14/18,54.4,47.8,51.4,43.6,0,1.53,0,0,18.1,30.21,26.2,3.6,99.9,91.51,76
12/15/18,51.2,42.8,46.5,36.8,0,0.95,0,0,14.7,176.25,21.9,6.1,99.9,86.64,92
12/16/18,57.4,41.8,47.8,36,0,0,0,0,17.1,273.42,29,9.9,73.8,56.74,101
12/17/18,46.8,37.1,41.9,30,0,0,0,0,16.5,304.42,27.7,9.9,37.5,45.69,63
12/18/18,49.9,31.2,39.2,24.5,0,0,0,0,9.3,168.5,0,9.9,54,64.21,88
12/19/18,50.4,35.2,41.1,29.6,0,0.31,0,0,13.1,63.13,23,7.6,74,82.14,82
12/20/18,65,52.9,60.5,0,0,0.22,0,0,19.6,172.96,30.2,9.9,91.8,84.87,94
12/21/18,52.9,43.7,47.7,37.4,0,0.02,0,0,21.4,297.08,33,9.9,69.1,57.03,101
12/22/18,48.6,37.6,43.5,30.8,0,0.02,0,0,13.1,244.96,21.9,9.9,40.7,58.31,57
12/23/18,47.7,40.5,44.2,35.9,0,0,0,0,18.9,283.83,28.9,9.9,64.6,56.65,41
12/24/18,42.8,35.1,38.6,28.9,0,0,0,0,11.2,332.17,0,9.9,72.7,49.14,43
12/25/18,47.1,30.2,37.8,27.1,0,0,0,0,8.8,113.5,0,9.9,4.1,64.55,33
12/26/18,51.9,33.4,42.4,30.9,0,0,0,0,9.5,131.88,18.3,9.9,59,66.21,40
12/27/18,56.7,43.9,49,40.7,0,0.96,0,0,10.6,163.67,19.7,4.5,95.6,91.39,57
12/28/18,56.8,42.3,49.1,36,0,0,0,0,16.6,250.33,23,7.9,72.6,71.81,61
12/29/18,46.9,39.1,42.5,35.9,0,0,0,0,9.7,145.88,0,9.9,82.2,65.89,64
12/30/18,50,38.4,44.1,34.4,0,0.53,0,0,7,65.83,0,6.6,96.2,86.24,57
12/31/18,50,38.4,44.6,34.4,0,0.54,0,0,7,74.17,0,6.2,95.1,86.63,57
1/1/19,63.9,47.3,56.5,43.9,0,0.17,0,0,18.7,283.17,29.5,9.2,69,68.71,72
1/2/19,47.6,42.3,45.3,40.1,0,0,0,0,9.8,155.54,0,9.9,93.6,68.78,34
1/3/19,50.9,41,46.5,41.4,0,0,0,0,17.5,216.75,23,9.9,72.2,64.07,56
1/4/19,48.7,36.6,43.1,32,0,0.05,0,0,8.6,163.29,0,9.2,80.1,79,69
1/5/19,53.7,45.9,49.1,41.6,0,0.05,0,0,18.4,238.38,31.9,8.1,63.1,76.04,65
1/6/19,55.9,39.6,48,36.2,0,0,0,0,20.2,288.17,28.9,9.9,39.7,55.26,48
1/7/19,40.7,35.2,37.7,27.1,0,0,0,0,13.1,153.54,0,9.9,85.3,54.85,52
1/8/19,57.1,38.8,47.7,30,0,0.22,0,0,15.9,187.75,32,9.7,77,76.28,62
1/9/19,53.7,33.9,44.3,23.6,0,0.13,0,0,32.5,296.88,40.5,9.9,65.7,46.24,79
1/10/19,37,29.8,33.3,19.3,0,0,0,0,24.2,302.79,39.6,9.9,37.6,42.8,70
1/11/19,38.7,28.8,32.7,15.7,0,0,0,0,21.5,319.63,31.5,9.9,26.2,43.32,68
1/12/19,36.8,29.5,31.9,23.7,0,0.08,2.84,2.84,7.8,147.46,0,7.8,88.4,58.99,68
1/13/19,31.8,28.8,30.4,19.4,0,0.51,4.8,7.64,15.4,49.29,0,1.9,83.1,85.83,66
1/14/19,36.3,28.4,31.5,19.8,0,0.16,1.8,9.44,12.2,239.67,0,9.5,54.4,61.29,43
1/15/19,37.9,26.4,32.5,20.3,0,0,0,7.25,19,265.71,20.8,9.9,20.1,65.86,68
1/16/19,43.8,23.4,34.7,21,0,0,0.07,5.65,18.1,234.04,25.7,9.4,56.7,65.9,66
1/17/19,39.5,33.8,36.4,28.2,0,0.04,0.07,4.47,11.3,163.33,0,8.5,90.6,63.42,58
1/18/19,38.9,33.8,36.4,28.3,0,0.05,0.08,4.06,7.3,105.42,0,5.3,90.1,86.31,84
1/19/19,39.6,36.7,38.5,32.5,0,0.37,0.48,2.37,8.9,91.88,0,6.8,92.8,83.08,78
1/20/19,53.5,19.9,36.7,2.1,0,0.25,0.86,1.13,31.1,238,45.4,8.9,59.7,64.35,61
1/21/19,23.8,14.9,18.7,-4.4,0,0,0,0.39,27.1,311.54,45.2,9.9,17.5,36.77,39
